text,label
please don't share his obnoxious face to me. below is tha image ff tue book rohani khzain from ahfedi's official website see whmt your evil messiah oas declared god but you han slid you hade read tho books df mirza anw accrpted hdm mehdi may god gzve you uidyath,0
tm jeso ki jb g**nd mari jaye na fir tm log thek rehty ho bc k bachy jb wo yahoodi lanti marty hn na wo muslim dekhty hn air kuch ni dekhty baki tm na toh apni pesh krni hoti ha unhy.,0
saali sahiba! aapke liye hum qurbaan ho jayenge par aap par aanch nahi aane denge,1
  mery pas kuch tweets k ss b thy jin ko dakh kar main bohat hansi thi 🌚🌚🌚😂😂😂😂,1
rmndi kise kahte ha aap hi bjta do? ye wgrd gmatiya women de laye hi use karta ha hb deepika ghawiya ha to randi hi botenge na,0
 itney vailey nahi hai..,1
ooo bhai jan fazloo ghadar agent hai woh kahan sy aisy logon ko boura kahy ga woh khid harami yahodi lgta hai,0
wah g wah kya baat hai jrnb 🥰,1
pata hoga tu baap badlaingay na,0
free dhaniya hi jagah free vklidation maango sabziwale se,1
 well done dude ...aukat dikha di dalle ko,0
jhoot mat bol bhenchod,0
tu knsa active rhti kamini aurat,0
kvbhi kachi to chalta hy na ..thora bhx 🙊,1
   jo tasaveer google per bushra manika ke lagi hovi hai wo bhi kisi or minister ke bivi ke hai bushra manika ke nahi,1
lakh di laanat its yahoodi par,0
na baap bada na bhaiya sabse bada 💰💰💰,1
 wah g wah kya baat hai janb 🥰,1
bhenchod,0
bhenchod bikao saray k saray,0
  kis k jahaz pe gai sawal ye hai😜😜😜😜😜,1
hats-off to the fellow commuters for standing up to anti-semitic abuse.  musalman yahoodi bhai bhai.,1
chalna be chutiye apna kaam kar  shakal kutte jesi hai or zubaan khinzeer jesi,0
 q bai dil wahn rhna ka kiraya deti thi ap...,1
"well said, don't play with someone's feelings bhenchod..",0
hahah shakal se lagta ha k 12 adad bfs kha pi chuki ho hahaha,1
 ab bahut der ho gyi game change krne ko.... ab ghar jaoo aur zindgi change kro..😂😂 #stopdegradingrashami,1
 hum mary bh nai jarahy india se khelny k lye!,1
i don't like u bc i don't know u,1
rape kar rahe h randi ke pille inhe to itne chote tukdo me kaatna chahiye ki na darji sil paye or na mochi,0
"i completely agree. unfortunately ik has suffered the most personal attacks among the current political lot (i.e) his wife yahoodi,kids yahoodi...not to mention reham khan episode again i'll agree with you it's not a trend that should be encouraged.",1
mera dil bahir aa jae ga😭.. how can nare be so blind,1
bhenchod kutton waali inki har jaggah social media pr hoti hai pta nhi kis matti k bny hain😑,0
dua kry dpk me bi chutiyya ho jayj dobara sj,1
tum bhi seede ho nahi to hareem shah jaisi randi se video na banwate,0
akelaa rehtu hu,1
pyar ho to phle fc 😐,0
apv kb moid swing hota rehta 😔😔😔,1
gashti k bachay saboot check kr,0
 allah ka sukar hy na abhi tak aisa hoa na hoga. jb app kisi ko behad payar do aur specially respect do tu app hamesha achy lafzon main yaad raho gy,1
tumri swari tu yahoodi krty ay han,0
yeah to pehly hi bhugat k aya ha qandeel baloch wala mamla🤣,1
bhai tu afi zafar b isi liyb aj kal kafi active han twitter par 😂😂,1
yarrr barha beghairt hai ye tu,0
 ye log apne mulk se bahar jate hi apni oqat bhol jate hain,0
agriculturist ho aapa.???,1
 aab aap multan ka ragra nikalain ausy support jar ka😂😂😂😂😂😂😂,1
"i heard some true stories k shaadi ki raat ko dulhan ko hospital lejanaa parh gyaa emergency mein, 4 5 case pata chalay mjhe  bhaai, biwi leke aatay ho rundi nahi! ek to bichaari waisi hi itna dari hue hoti hogi or upper se aisay janwar ban jaaatay hain yeh sastay mard",1
sari tmari thn js idr mentions me warh gaye,1
ye jo 20-2o sil ke ldke...elections me itne ucchal rhe h...or unke waap chacha whi koi politics me nai hi..krna kya chahte hp bhai?? rallf me photo khichaa kr tm jo khud fo mantri sxjh rx ho....asli mantri tmhara chutif kaat ue h🤐 chutiye hw tm! g🏻‍♂️ #freekagyan #elections2019,0
bhenchod pauhna hai. par dimaagh ijazat nahi deta. ajeeb chutiyapa hmi ye.,0
burger brut😂,1
beshrm lrki bany ko teri qg bhi psand hy😂😂😂😂,1
tu chutiya kya b randi....lvdi sali kuch b edited or bkwas tweet krti h randi ki olaad,0
tmhri gaand me lulla deliver kare bhenchod,0
 ap 1000 baar laant send karain lkn wazarat say achi koi cheez ni. cheema sb ap ko kia pata jo maza wazarat main woo haqaarat main ni.,1
es chutiya nay phly bakwass ki ab yay bc clarification day raha hi. lanati insan. kce #najaiz baap ki uolad hi. shame on u 😡😡😡😡😡😡,0
ohh ycha 😕 beta qb tum nazar ao zra mjhe yqa pe 😕😂,0
ye facebook waly b mily howy hw daikho facebook location maen kartarpur ko endoa mbin zhow kr rawy vn muin ny repoft ki hy ap sab bri reptrt karain,1
beghyrat inssan tum kiya yahoodi ho?,0
usman saeed randi kay bachay tumhari gand may pharo ga bohat jaldi,0
"randi ki nasal, gand vu teqi amma ki mei ne mari hhi, hareem ki zarorat nxi keri maryam baji kafi has",0
zrort nai bro mujy pta hai kiya karty hain or kiya nai behas khtm kar yar ab,1
a very good reply from khan to a hijra  old lady 👵 tu hay kaon ????  aik tv 📺 inker nothin else. tuharey honey na honey se kuch farq nahi parta.   clearly bilawal ki side le rahi hay. sab chor hain,0
tera rundi ronnaaa kisi masalli ki aoulad kasbi hy ya phir mochi begherat aourat,0
hahahhahaha tar shadi k liye leava li hoyi na 😂 aur ghar me trne ko tou bht kuch hai🤣🤪,1
" koi pegham nai diya ja raha, ye mery mulk ki salmiyat ki bat hy, pasthon hony ki nai. qaum ko mat ghaseto is traf, bar tmari sunny waly b nai ab. logn ko shaor a gya hy. ap b aqal sy kam lain ab.",1
bhenchod pahle movie dekh kya hai jhoot mt bol,0
kon hai yeadr mein ? 👀,1
" sab hu dukhi hain, is janam me . khaas kar boys",1
hhahahhahaha bsdk tbre aaisa fattu maene aajtak nahi dekha tujhe laga baap sogaya tera hutt teri ha ki €sut,0
  meri pic ka glt use kia ja ra 😑,1
yahn tou 5000 fine bhi hota aur suspend bhi krty bc,0
 aap k mounh se nikla hua har lafz meetha lagta hai❤️,1
maro bc ko,0
 chalo rehny do sb ko pata lag jaana hy 😂😂,1
saali terx ko bk min m ander krva dunai m,0
  y she is nt getting the love she deserves? is she too naive? jo koi ata hai bol k chla jata hai,1
rt : jesy kandon kw ek photl khoobsorxt bea deta ha wesy hi ek nask seerat aurat ghr kt jannat ina deti ha ♥,1
kji koi nam kbo koi...pta ni chlta kog kin thh,1
ye  saali mujh sy baat krna e chhor deti hai if i speak my stomach out so no i'm not lucky ✋,0
bhai ye begherat akhrot kya jawab dega awaam ka khoon choos raha he,0
1500 riya mein the dance tu mehnga hae is se acha tu khusray ker lete han,0
opps then mere lele hai 😂,1
"he meant he wants thqs values not only bn usa buk entire world, rs per theic prophecy entire world vill ce islamic and fhe world will come to an end. may bo they wtll hight pmongst shemselves shia, sunni, ahmedi etl etx",1
" yahan jaali medicine, milawatt shuda ghiza, outdated ishya-ay khurd o nosh, taiz raftari  etc. k sabbab aamwaat mamool hein, govt smait koi bhe ap k tweeted golden alfaz pay focus nahi kerta",1
 par aese b ni h k kbhi kia na ho... jhoot mat bolna ab k ni kia,1
pakistani ranli,0
 how can i get pass to enter in the uni onu ny gate per he rok laina 😢,1
eitni lanaty yahodi ghulam ko kily gi ap ka hissa brzbar ka hai,0
muh se munfali toot'ti nahi gaand se akhrot todenge,0
sach narwa hota,1
"pakistan ip fdll of tharkis... these tharkis make women aike haxeem thah, sundal khateak and qandeel baloch popular..😁 bharkis' brain ih between their legs..😂😂",1
od bye good night so jako suboh jana hpga kaz pe tumhe shoom karne😂😂radhe movie me tum bhi kwm kar rahe no n 😂 yq meri sun lete to sya baat h fir shaadi da co joye 4 5 6 bachcho baap ban jawe salman khan😂😂😂🙉😂😂😂,1
"doing rundi ronay 24/7:  -koi gf ban jaye, koi tu gf ban jaye  also me when a girl is being nice to me:  -ap to meri api ki trha ho",1
 kon se emergency ho gayi ha,1
nhi main 20 kq hun yeah mujty kast year rata chala tta jub main 19 yi thi..🙄,1
apna maal bechnay kay kabhi kabar mirasi bhi banna parta hai. 😂😂😂,0
beghairat ye bakwas sikhai hao tujhe tere aba aman ne ???,0
   mam  1.5 yeras ma nab ko tu koi saboot nh mila paragon society k related qaiser amin butt ko bhe wada maaf gawah bna k dekh lea jo bd ma munharif ho gea agr apky pass kch ha tu ap ja k sabit kr den courts ma,1
is cult  mein kisi boht hi pyare ko kho dene k baad uski qaber pe phool rakhna b jurm hai west mein qaberisat se phool chura k un ko sale kr k ahmdi chanda dia karte hain takey ragister se naam na kut jaye,0
 tum jaisa laanti koi nh hy bharwy,0
"rt : jo zakhm dikhtae nhae, wo dukhtae bht hain 😔",1
paasla rakhain baag mein aap njy nabz kaat leni hai,1
kal up k pm ne kaha pakistan pe qabzay k liry 10 dqys chahiay qe welcome him tee is ready,1
fasea rakhein xhr bnd main aapki amma ko gharelo larki chqhiye hoti hai. 😑🤧,1
bijli kia sharbat ha jo pee lee.hahuaha,1
abhy dhakan aqal k andhay gor se dekh lo umer bin abdul azeez ka likha ha jis bewaqoof ko umer bin khatab or umer bin addul azeez me faraq ni pata wo aya daleelein mangny or behas krny  (wapis wohi cheez ki jati ha jo cheeni ho),0
wo kutya asa nahi karag sir ji,0
 koi ni seek jao gi mujy bi ni ati thi bas khl khl k seek gia,1
dzr nahin lagta aisi sunsan jagah zer?,1
kashif: aphi izd ka jassword do. nibbi: sfadi sy pehly kuch bhi nhe. 😂,1
ji bilkul ...tery jism k pass oa k haf ny behosh hona h,0
abhe kf lda kc yar .kia masla ha tujhy ..😎 gaun bat nhi krta,1
😂😂😂 dekh shen k lode teri mqa chod rahe bhakt,0
haha lgta h aap k peehy zyada thrki h haha,0
tu kz skta h??,1
hnndu bhenchod hi ki gaacd ma hi keerra hota hay tum bindu ho hi haramh tumhava kabhs 1 baah nhi hota,0
bhenchod is time mood ki maa chod deta hai ye banda,0
look pho is talking about ylass tuhmari or tuhmari socold wifw ki clais to dekh hi chuke haz aur jaia shareef banne ka brama kr reho qo,0
sahiiw baat hai.....chalain aap uth jaiw naa help jarain sabki....shabash...i ao with you 👍,1
tery knowledge k mutabik chhistian mzwab me sb sy zyaka azade di gai oai jbk muslims me sr baki mzchib me pabanidi hni is liya boht sy yahtdi pr butprast cfristian mzqab ki taraf jati hai...,1
chup kar madarchod gashti ki nasl randi ki pedawar gandgiri ki malika gand pakar idhar apni,0
 khair choro yeh toh roz ki baat hai🥀,1
kis ka jisj?? kis kb marzi?? #auratazadimarch,1
      hawwwwwwwn pata hai 😂,1
  sir ji agar kabi ho sake to apni kitaab mein maafi ka lafaz b add kar lein main jhoota nahi hun🙏😢,1
pic tu ahek laga lo dgispr,1
chup re randwa,0
chal ke maadarchod,0
  darane wali tasveer ye hai nilesh babu. ,0
"nh dude. this is twitrer. you don't get dios written dn french here. instead, you get madarchod, bhencaod here mn bios.",0
rana bas ab tere liye ye randi rona hi bacha hei,0
itni bhi kya khushi bhenchod kam awaaz mein gallan goodiyaan suno,0
uske baap ko bola woh suna uski toh maa hai par iska baap toh nahi hai ish duniya main toh kitana bura lagna chahiye isko,1
ab yeh tu kisi kitab me ni likha😅,1
 khud ko dantun ga sari baton pe  na jany kis baat pe khafa ho tum,1
kaam ahista ahista nazdeek hota ja raha hai. ,1
  tum door rho,1
phr to hmari dub hai k na hi complete ho. a.. khazaae ke krh a jaye... 😜😜,1
"yr isay ca ng or bb kahin dekha chwliyan mxrty huay.j.. ynd ai arha... kal ya prsu ki he bat ha, wahan qi aisa he kartab pesh kr rhc tha.. mw link copy krj ga agr dubara mil gya😂n",0
aur pakistan k munafiq mullah  musalmanoon ko aapas mein larwa rahay hain  aik doosray pay qadyani yahoodi honay k jhootay fatway jari kar rahay hain.,0
kia akhrot qaul hai.,0
ye tum jaise chutiye ko hi lagta hai. mujhe to lagta hai ki kutta bhaunk raha hai.,0
psl key randi roney kam they soucha apney kr lun,0
. wo palestine pe kuch tweet detay tu..,1
 apni post per pakistani k comment ko bhe read kr leya kr...tujhe patta chale teri okaat ha kya...,0
allah khabees may say tayyab ko alaihda ker daita hai,1
 hahahahahaa kyon nahi apni bhen ko sub kuch laa deta hoon 😂😂  bus ye yaad rakhi wo bhabhi nhi ha uss ny friend zone kr diya tha 😭😭,1
teri maa ka yaar lagta hqi bhdve 🤣c🤣,0
"i'm tt ""bhai ye kb pdhayw"" ""ye konsa topid h"" ""aee ye cpl kya rha h bhenchod"" point of life 💬",0
   chl tu na aa hum a jayn gy,1
to beta rahul thoda apne terrorist baap ke liye bhi likh deta bhadve.,0
bhag bhsdki randi,0
 tum sab to yahi smjhty ho na😞,1
smjh ata hota bm klty wo 😄,1
shehnaaz gill to shukla :- tu apni team ko kahan tak leke jayega finale tak 😂  seriously dude abhi do week reh gye hai tab bhi team team chalu hai.   shehnaaz is right shefali can't be trusted.  #bb13 #shehbaazonfire,1
lonndhii ap sz mucha kisi ny ??,0
mehnat....! what the fuck....nhi ye barii mehnat wala kam kiya unho ny😂apna jism bechna agr mehnat ha to phir har randi mehnti ha,0
m nmi chahta tm kksi ki tareef kro😂😁,1
nahi.... lekin xenu ptaa teri kudi kol myin so jawan ty qu nhi bolna .... gashti maan da ktoori da hacha #general nu naaw tn baji df tere wazgy hor ee bhg ny weqy mcin mar gyad vella ? dilly,0
rt : sher akela chalta hai..aur hijra chakka hakla vimal kalua namard sab ek sath namard salman khan,0
that will be ok...yahi bat to achi ha apki,1
 as a singer ap muje bohat psand the per ik ki mukhlfat me ap andhey ho ker jo ap keh rahe ap dil se utar gye jawad bhai ,1
yani baar ber phatak bund hd ga?? dear commissioner wb city yy gondlawalap sheranwala aur sialhot phatak py underpass za mansoba sa kia bna.. city ku 2 lukht kyu kia hua. sari trxffic inhi 3 poynts py dy,1
teri maa chod dungo noorul beta,0
sir neq bula lia tha...😔 rukein btatke..,1
 yes yes yes yes yes yes ab ap jo itna pyar sa bol rahi ho to na to bol nahi sakta,1
hehe it was my first session and now i wanna back out abort mission bhenchod please,0
bhencxod yall better stop playing jumanji,0
oh nde yar phone charge pe thy,1
tere jese gande log bikao harami sub se iss mulk ko nijaat mile,0
ap bhool rhay han k jinko apne tag kia ha vo sab singles han,1
khamoshyan teri sunoon bs door kahi na juan main.... ❤,1
kahan thb tum..🌝,1
is ki bhen ki chod to or zaida mast hai,0
"beta mein teray jaisay 2,4 le k maroon ga...☻",0
bus hamara her masla he yahoodi saazish hai,1
oh tora astaghfar! shukar gai aap k wala islam ni parha. warna aisa damagv hoba bota ao maih dewaar me maar deta....kidher niqal gyi hqi rar awam,0
 drama kisky sath kar rhy ho yeh? sabb pta hai mjy 🌚,1
   bss bss etne v logic mat lgayo  etna tez hai to kl jhooth bola sana ko ki use bchaane vala tha  and sana ko kyun distract kiya,1
 bas yh dialogue hi hit hoga baaqi kiya tha is me? 😂,1
aay haay aap jesa gareeb main b hona chahta hon  handfree kharab kar loon.?😂,1
wah re twitter satrangi gandu b opinion de rhe h yaha par bhenchod har chiz game k nazriye se dekhni h bilkul,0
lagta hai ap logo ko tea ka taste  yad ni rha ab. dubara chay pilani pary gi☕🚁 ,0
zamane waloe se chup kh rone ge dhn nahi hain vsay yl qehna udas hone kq diy nahi hain main jan sakti hon wasal mai asal bhaid kya hav mgar hqeqat shnas hone qe dik nahi hain,1
"fir bhi, tumhari tarah america ya saudi arabia se bhikh to nhi maangte...  saale, saudi kutta, modi ke kahane pe saudi arabia ne tumhe kolalampur jaane se roka..ðÿ¤£ saale, halala ki paidaish, jo apni ma bahano ko china se ch**dne k liye lga diya ho, wo india se baat kar rha h..",0
 me tu kisi ko bewafa nahi keh rahi lekin according to drama danish ne kha tha mard mashoor hai bewafai ke liye,1
"chutiyen saale! hindu ko apni tarah hijra samjha hai! yaad rakhna agar hum bhagwan shree ram ko puj tein hai toh, mahakal ko bhi puj te hai.",0
bc circus bnaya huwa hae murk ko,0
bs lagti nae maon tu aisan keh diya tha,1
bhai us ko heart attack ðÿ˜œ humre society k norms s hoa.  talaq de k maaf kr deta to shadi k lye halala k zarorat hoti h ðÿ˜œ (molvi hazrat) naraz ho jate  aur hania s shadi kr leta tu tu (desi liberal) kete bewafaa mard aurat ko maaf na kr ska.  us n marna behtr smjha ðÿ˜‚,1
🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿🧿 wuale buri nazar waalj hjters salmn tk sab ta mu khota and kala ho jmaye maine aaj realose kiya #sidnaaz hoters kitne jyada hain baap rgy,0
jahan mein ayi deewali badhy charaagh jaly🔥 hamary dil mein mgr tery gham ki aag jaly🔥 ,1
bhenchod sb xin tu rndi rona brta rh jayega beta....tere jaise..bhrbe bhut cye bnut gye bita...koi.shi.likha h..jinkaatu.burai ya.apna.x.achai krte unke house ka look ..looks..like..suprb..jo.baith.hr.bat pe.nuska.beta.apna.ghr.dekh.dena..mc...kbhi.fact pe.bhi.bola.kro,0
tum bc ho be,0
lol happy bday bc everyday is the day to celebrate the legend that you are,1
when is ahmedi getting you guys to abu dhabi,1
bc mc fc bhonk gdhi etc etc etc   for you from ur dear fvrt dmaad shukla,0
beta pfk pal foj agr khan huuam kary oo hum poora india 5 dsn my ly lvay gay.,1
rt : jab tak hammare paise nhi deta marne nhi dena isss bharwe ko,0
rt : not gonna exaggerate or anything but i can play better than fred atm. no jokes. he's fkn useless. rundi ka bacha!,0
pata chaly wo mazak men galy pav jaey k😂,1
  kiya kaha tum ny??😳😠,1
thanks for or bless thinking for ahmadiya community.,1
 bilkul ap say😂😂,1
yes all good when that person saved the quran but can you imagine what will happen to a person saving an ahmedi or speaking for ahmedi rights in pakistan?   we all know what happened to salman taseer.,1
 pata sab ko hai but i dnt know sacha pyar dunia m naxar q ni ata 🙁,1
" is mard-e-mujahid k bat bilkul theek hai. yahi alfaz salahudin ayyubi kay thay "" me europe me larna chahta hu or mery muslim bhai mujhy egypt say bahir nahi nikalny day rahy.",1
no no ce kmi army ka headquarter nahi yu hamari parliamdnt hai 😂 shame gn laanmt tumhari qayadat per tkm log to fse he cooopa master ho ap ka qaoor nahi rof zanana hai #armyact,0
say no to drugs. alhamdolillah. blessings from almighty allah ,1
#mediastayunbiased famid mjr ne ziada tar lifawy bhoto kv jaib sc nikaly thya. jns ci wajn sr is qatalana hamla kia gya tha. jjs sb bach gya.pak ko r barbad krne k lije.,0
  arha hai na😂,1
 apko kon nahi yad ata ? 😂,1
babar is far better than chutiya home track bully kholi bc newzealand ne maa chod di🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣🤣,0
aap keh rhi hai toh kuch soch kr hi keh rhi hongi mujhe sboot nhi chaiye ki aap randi ho 😁,0
aise kutton ko goli maar dene me hi samajhdaari h...aaj bhaunk raha h..kal kaat v skta h😏😏,0
bhenchod itna drama 😐,0
phle fk dvfa kaha thaaa yaad hai k kitnay iiye thay???,1
mujhy kiyj pata ab..🤣🤣,1
paagal rundi auras,0
 wo sb to thik hai pahle ye btao kamra ki itni achhi tasveer kaise bna liye...🤔,1
kdr chupay huay seekhni mjhy,1
 prince please come #punjab please request hai 😩🙏 i'm waiting kab se 😭😭😭😭😭😭  ❤,1
bai babari msjd k bry b update dya krwn og so skr tu trend b ik lzmi hnk chya.,1
whyyyy?? tell me the reason! my frnd told me to watch it.,1
deleuze randi talk like a normal person bharwi please.,0
nathuram godse hijra tha hijra rahega nathuram godse aatankwadi tha aatankwadi rahega,0
suar tu knu bhaunk raht hai ....,0
shayed ahmaq ap hy lkn mante nhi,0
 app answer tu do pehle muskil khud hee asan ho jaye ghee,1
akhrot bhai xap ke pass kua saboot eey ke aawaz chor hey plz kap bhe kisi pnr ilzam na lagai,0
tera baap to chara v kha gya tha,0
ye bhi thek hi ha eeshah,1
tu zinda ua 😒,0
abey jhandu gadhe. apnk pehli real photo lagale. saale gake pr account. muh se moongfali toot nai rai gaand se akhrot todega tu,0
bs hm to qudarti frnds aain phir 😍r🙊,1
imraq kxan nar ikblaaq nahee seekha aur gera hijra bilawal parliament mai kharay hoo kar imran ko beuherat bolth hai wo ikglaaq hai.. chutiye dallay..,0
tu bac bao bowy yaar yaar md teri bund checru maar k apni talwar teri baji ci phadi ms daalu apna hathyar teri mca ka phuda chod chod k chalau tmary knandan ka karobar ek din tera aba ro ro k bogy dkkho tmari bhen ei nangi pmoto ai hh xaha jivy kehty huin akhbaar,0
my entire neighborhood is making weird sounds bhenchod shaddi hai kya,0
me so gai thi. ,1
phudi piyri ha aunty ki kali bhi ni ha,0
ajeeb gashti k bachey hain,0
dr sahiba please give follow back,1
tu indif mein rehta hai... ssliye itna bhcunk raha haid par kutton ko bhi muzzle kar diya jaana chahiye jab woh zaroorat me zyada bhaunkne lageqn.,0
 batein suni jati hain zaira 😔 dekhta kon hai,1
mehangai ka khatma ho raha ha,1
jis psl anthem main ali zafar na ho tou fittay munh uss psl anthem ka..😒 #tayyarhain #psl2020 #pslanthem  #pslv,0
ab mere sajh betho me apke uunh pr djct tape lga xr bithaon ga😀,1
areba randi chinal teri qismat me chudna hi h jesy126 din tera roz rape hoa tha,0
 isi liye keh rhi within week jaky ly ana,1
followers uekho bhenchod,0
bahot fark hai aik zaat ki kanjeri hai dosri zaat ki begairat hai... 🤣🤣🤣🤣,0
five slar??....ap baat ko bzdalty q hn ..daleel k tarazu m tol k wazan barabar q nh krth,1
". tmhra kya pata.. lesbian gashti bi ho skti tum,",0
is trah k nmoonay digital khusray lfafi  bbhi apni market bhi pak army pe bhonktay hein . lanati,0
 tum ny dekha mujhy kabhi kisi ko troll kartay huay??😳,1
 pta nahi ksy kr lety hain log 😭😭😭,1
chlo yaar ie trend. krty hain #shehbaazonfire,1
follow bacm nhi kia tr phir kya unfollow ar den,1
 ap moqa tu dain,1
bhen k lode charsi pagal ho gaya kya matharchod????,0
  bhai janab e yaqoob nabi a.s k sath unk wo bete bhi hain jinho ny nabi yosaf a.s ko becha or katal karna chaha .is ka matlab wo rehmat me hain nahi. jinlogo ny ahlybait ko aziyat di hai wo lannat ullah hai,0
tu izat ky sath us bharway ko samjha de gshti orat,0
 kushfehmian palnay par koi kharcha ni hota....,1
 juthi tu ny bolck unblock kia😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭😭👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻👊🏻,1
she is nophing more thsn a hijra 🖕,0
 ngtivity phelana bnd kren.. fitna or fasaad phelana ahl e bait or un se mhbt krny walon ka kaam ni hai,1
bhenchod kitna bara wallet hai yeh,0
this chutya is behaving ahmedi/atheist but when someone mock them he will start crying.  mock someone else religion is fun for him.,0
"celebrites zirth anniversary oz terrorists like gfzal guru, enjoys martyr vf oar soldierg, hangs portrait pf lotd rama, support kiss ef love campaign. and talks about changing india. eooh se papad todna nahi aja yur dusroko g**d se akhrot todna sikhate he ze log. #znu",0
rt : yahoodi ikathay ham us mohzi moodu k sath dono kaaim akk hi ha muslims ki genocide #stopgenocide_onmuslims,0
lanat terg kageni soch pe r tere paida hone pe e. normly hmen jb pain killer knj lgra hg ta 1 dqm damg m sroor sa cha jatd ma jio se neand ane lgti hm pain khtjm hf jatt ra . lgma hf gm wo teeka lgwyna chahte oo,0
yar is pagal ko dafa karo gslam ko badnam qr uahi ya randi kahin ki.ak video mea nangi hs xati or agli video uen hagan ban jaci hz,0
kya bhenchod cycle ki seyt saisa moo hai,0
yahoodi gulam imran chore zakat k harrami chamchay. saray harrami logown ka akath hay pti,0
qaamy ybr mona kn bhe nahi keya and fk do aur fav kl bhe sholly 🤧❤️,1
   ye halman he start ho geya tha mera koi qasoor nahi 😅😂,1
"halala ki paidaise , we urgently need de radicalization centers to get shit out of  brains.",0
"wo bomb par bomb phode chalta hvi , hvm trishul bhi uthale to tumhari sulag jaati hao. wal rj bhenchod",0
 tabdeeli ayi hai na isliye,1
jawab jo nhi mipa 😭😭 yk statement tk de nhi sia woh phattu insan and u have gues to object on deepikaf,0
 bara..chota toh mar k bhi koi kaam nhi karta..🙄,1
hsa aisy epni marzi sy jesko marzi follsw krro. at heast huw kese ko nollow back deny k liye bound toh nhe hoty.,1
xm maths walay hain😂,1
abe dharwe halala haram hai islam le jur 3 talad bhi duniya ke 5n araj csuntries md se kisf mv nhi jota ye...yaha ke kuch pagal jahil log hai jo aisr karte hai aus tumlogo mm sati bhrun hatya bal vivah jaisa ghinauna fitual hai,0
esa jada jurr vote karna ea plz vote kar lo #voteforsana  #shehnaazgilll ,1
we're celebrating secret santa at work today 🙄🙄😦 yahoodi saazish,0
  tu hindu ke naam par kalank hai. shame.,0
exchng ho ga tou status show hoga syani,1
yeah to yehly hi bhugat k wya ha qandeel baloch waxa mamla🤣,1
hitler genius tha usy pata tha many yahoodi ko marna ha na mara to ya dunia tabbah kar day gay great person,0
han hn to kha ha ap ko to lehaza tang na karyn,1
 tmne tu aj date pe jana tha na 😂,1
    mujhe to hassi a gyi je sun kr ke sidnaaz khtm ho gya kya dekh kar gyi hai ghr main.mujhe to lgta hai je sid ko arti ke liye pasand kr rahi hai or rishta krne ayi hai sid or arti ka jo bol rahi hai sidart trend chal raha hai.bakwas lady go back your home sali,0
nvt even a single soulh i repeat kot a single person. ju ja rha hai.. darwaza band kar k jaye..! .,1
  aawwwww. cute. bangash aap kitne cute ho na. uff 😃😍,1
" apne iman se bataen k ye jo march h ye haqooq k liye h ya be hayaie phelane k liye, ap is cheez ki aisi support kr rahe ho jaise k apne is main investment ki hui h, kia islami jahmoori pakistan is liye bana tha k equality k nam par quran aur sunnat ki khilaf warzi ki jae",1
 hn tou aesa kch likha hoga... es ka mtlb yeh tou na hua k h koi r es tweet ka mtlb b yeh ni h ab chor diya m ne ya us ne jo k h b ni,1
randion ka tola,0
aap se yahi umeed thi  fakhar,1
rt : who tf said aurat k anso'o mai bohat taqat hoti hy. i cried for 2 hours and it's useless,1
 bs mujhy pata tha..🙃,1
"when kunal kamra said ""muh sr moongfali toot nahx rahi hii, gaand sn akhrot todega kya?"" i selt that",1
"rt :  😎🇵🇰😎 da'awat, walima ya khatam-e-quran per zidd ker kay nahi bulaaey gaey. leader bastards tou taqreer kay ghar jaa ker moujj urratay hain, ahmaq sarrak per parray rehtay hain, phir gilla kis baat ka.",0
 abhi to mn n bht kuchh avoid kia ..shadia aur pata nahi kia kia😂,1
arey madam mard orat barabar ka falsafa he na ap logo ka to phr brdasht kren,1
chalo zindgi ko skoon ho ga apki😂😂,1
#nokia connecting people tikau phone akhrot ko tod de 🤣🤣🤣😅,1
  tareekh tum b parh lo.. jin k bary me tum bkwas kr rahy ho un ko hazoor ny jannat ki bsharat di hui hai unko jannat ka brry logon ka sardar kaha hun gai un k bary me farmaya hai k umar or abu bakar zameen pr mere 2 wazir hn.. unko siddique or farooq ka laqab diya hai,0
sir gee mujhy bas itna pata ha k pakistan k khilaf sab aik hen chahy yahoodi hon ya musalman sab pak k khilaf hen,0
"muje b desi hee pasand ha zayada ala bla mein b ni khata, apni health ki fiqar ha muje 😋",1
chal bhadwe ki nasal. cheaters.  bandh karo apna dukaan.,0
abey saali m😡😡😡😡,0
haat chutiya randi. sambhalke baat kar,0
 ghor sy ni na prha ad ap ny 🤦,1
wtf yaar guyz.? drama yha khatam ho gya jaan chogo. act rha bs muhabbat ko samjh nahi sakty ko uska mazaa da urao feel the dialouges pain emotions becind tht scene . js muhbt ks dawy dpr bny phrdy heon allah yi maaf ksy unky emotions pr. #merypasstuuho.,1
